RecID|PriceCode|Description|Price
1040|K-05-56|Handwheel Operated Flanged End 3 1/8 in|854.36
1041|K-05-560|Prepped for Actuator Flanged End 4 1/16 in|1346.2
1042|K-05-561|Prepped for Actuator Flanged End 4 1/16 in|1968.63
1043|K-05-562|Prepped for Actuator Flanged End 2 1/16 in|564.34
1044|K-05-563|Prepped for Actuator Flanged End 2 1/16 in|754.72
1045|K-05-564|Prepped for Actuator Flanged End 2 1/16 in|960.36
1046|K-05-565|Prepped for Actuator Flanged End 2 9/16 in|741.58
1047|K-05-566|Prepped for Actuator Flanged End 2 9/16 in|949.76
1048|K-05-567|Prepped for Actuator Flanged End 2 9/16 in|1186.35
1049|K-05-568|Prepped for Actuator Flanged End 3 1/8 in|907.78
1050|K-05-569|Prepped for Actuator Flanged End 3 1/8 in|1120.21
1051|K-05-57|Handwheel Operated Flanged End 3 1/8 in|1103.67
1052|K-05-570|Prepped for Actuator Flanged End 3 1/8 in|1513.68
1053|K-05-571|Prepped for Actuator Flanged End 4 1/16 in|1400.47
1054|K-05-572|Prepped for Actuator Flanged End 4 1/16 in|1679.46
1055|K-05-573|Prepped for Actuator Flanged End 4 1/16 in|2355.74
1056|K-05-574|Prepped for Actuator Flanged End 2 1/16 in|1160.91
1057|K-05-575|Prepped for Actuator Flanged End 2 1/16 in|1361.89
1058|K-05-576|Prepped for Actuator Flanged End 2 1/16 in|1475.52
1059|K-05-577|Prepped for Actuator Flanged End 2 9/16 in|1479.34
1060|K-05-578|Prepped for Actuator Flanged End 2 9/16 in|1740.94
1061|K-05-579|Prepped for Actuator Flanged End 2 9/16 in|1948.28
1062|K-05-58|Handwheel Operated Flanged End 3 1/8 in|1558.62
1063|K-05-580|Prepped for Actuator Flanged End 3 1/8 in|1667.17
1064|K-05-581|Prepped for Actuator Flanged End 3 1/8 in|2008.06
1065|K-05-582|Prepped for Actuator Flanged End 3 1/8 in|2370.16
1066|K-05-583|Prepped for Actuator Flanged End 4 1/16 in|2622.44
1067|K-05-584|Prepped for Actuator Flanged End 4 1/16 in|3076.12
1068|K-05-585|Prepped for Actuator Flanged End 4 1/16 in|3703.64
1069|K-05-586|Prepped for Actuator Flanged End 2 1/16 in|854.78
1070|K-05-587|Prepped for Actuator Flanged End 2 1/16 in|982.41
1071|K-05-588|Prepped for Actuator Flanged End 2 1/16 in|1179.99
1072|K-05-589|Prepped for Actuator Flanged End 2 9/16 in|1085.02
1073|K-05-59|Handwheel Operated Flanged End 4 1/16 in|1323.73
1074|K-05-590|Prepped for Actuator Flanged End 2 9/16 in|1203.31
1075|K-05-591|Prepped for Actuator Flanged End 2 9/16 in|1430.58
1076|K-05-592|Prepped for Actuator Flanged End 3 1/8 in|1325.85
1077|K-05-593|Prepped for Actuator Flanged End 3 1/8 in|1442.45
1078|K-05-594|Prepped for Actuator Flanged End 3 1/8 in|1824.9
1079|K-05-595|Prepped for Actuator Flanged End 4 1/16 in|1894.01
1080|K-05-596|Prepped for Actuator Flanged End 4 1/16 in|2065.73
1081|K-05-597|Prepped for Actuator Flanged End 4 1/16 in|2728.02
1082|K-05-6|Handwheel Operated Threaded End 2 1/2 in|941.28
1083|K-05-60|Handwheel Operated Flanged End 4 1/16 in|1683.28
1084|K-05-600|Prepped for Actuator Flanged End 2 1/16 in|1675.22
1085|K-05-601|Prepped for Actuator Flanged End 2 1/16 in|1726.53
1086|K-05-602|Prepped for Actuator Flanged End 2 1/16 in|1827.44
1087|K-05-603|Prepped for Actuator Flanged End 2 9/16 in|2077.18
1088|K-05-604|Prepped for Actuator Flanged End 2 9/16 in|2164.52
1089|K-05-605|Prepped for Actuator Flanged End 2 9/16 in|2355.74
1090|K-05-606|Prepped for Actuator Flanged End 3 1/8 in|2404.93
1091|K-05-607|Prepped for Actuator Flanged End 3 1/8 in|2546.54
1092|K-05-608|Prepped for Actuator Flanged End 3 1/8 in|2892.95
1093|K-05-609|Prepped for Actuator Flanged End 4 1/16 in|3605.7
1094|K-05-61|Handwheel Operated Flanged End 4 1/16 in|2460.47
1095|K-05-610|Prepped for Actuator Flanged End 4 1/16 in|3781.66
1096|K-05-611|Prepped for Actuator Flanged End 4 1/16 in|4382.46
1097|K-05-62|Handwheel Operated Flanged End 2 1/16 in|705.11
1098|K-05-63|Handwheel Operated Flanged End 2 1/16 in|944.25
1099|K-05-64|Handwheel Operated Flanged End 2 1/16 in|1200.34
1100|K-05-640|Prepped for Actuator Flanged End 1 13/16 in|1470.86
1101|K-05-641|Prepped for Actuator Flanged End 1 13/16 in|3399.21
1102|K-05-642|Prepped for Actuator Flanged End 2 1/16 in|2457.93
1103|K-05-643|Prepped for Actuator Flanged End 2 1/16 in|4498.22
1104|K-05-644|Prepped for Actuator Flanged End 2 9/16 in|2917.97
1105|K-05-645|Prepped for Actuator Flanged End 2 9/16 in|5425.08
1106|K-05-646|Prepped for Actuator Flanged End 3 1/16 in|4892.96
1107|K-05-647|Prepped for Actuator Flanged End 3 1/16 in|7467.49
1108|K-05-648|Prepped for Actuator Flanged End 4 1/16 in|5982.22
1109|K-05-649|Prepped for Actuator Flanged End 4 1/16 in|9308.5
1110|K-05-65|Handwheel Operated Flanged End 2 9/16 in|926.44
1111|K-05-650|Prepped for Actuator Flanged End 1 13/16 in|2067
1112|K-05-651|Prepped for Actuator Flanged End 1 13/16 in|4064.46
1113|K-05-652|Prepped for Actuator Flanged End 2 1/16 in|2664.84
1114|K-05-653|Prepped for Actuator Flanged End 2 1/16 in|4922.64
1115|K-05-654|Prepped for Actuator Flanged End 2 9/16 in|3165.58
1116|K-05-655|Prepped for Actuator Flanged End 2 9/16 in|5933.88
1117|K-05-656|Prepped for Actuator Flanged End 3 1/16 in|5259.72
1118|K-05-657|Prepped for Actuator Flanged End 3 1/16 in|8728.89
1119|K-05-658|Prepped for Actuator Flanged End 4 1/16 in|8051.34
1120|K-05-659|Prepped for Actuator Flanged End 4 1/16 in|12707.7
1121|K-05-66|Handwheel Operated Flanged End 2 9/16 in|1187.2
1122|K-05-660|Prepped for Actuator Flanged End 1 13/16 in|1833.38
1123|K-05-661|Prepped for Actuator Flanged End 1 13/16 in|3738.41
1124|K-05-662|Prepped for Actuator Flanged End 2 1/16 in|2642.79
1125|K-05-663|Prepped for Actuator Flanged End 2 1/16 in|4854.8
1126|K-05-664|Prepped for Actuator Flanged End 2 9/16 in|3076.97
1127|K-05-665|Prepped for Actuator Flanged End 2 9/16 in|5827.88
1128|K-05-666|Prepped for Actuator Flanged End 3 1/16 in|5198.66
1129|K-05-667|Prepped for Actuator Flanged End 3 1/16 in|7972.9
1130|K-05-668|Prepped for Actuator Flanged End 4 1/16 in|6690.72
1131|K-05-669|Prepped for Actuator Flanged End 4 1/16 in|9970.78
1132|K-05-67|Handwheel Operated Flanged End 2 9/16 in|1508.59
1133|K-05-670|Prepped for Actuator Flanged End 1 13/16 in|2443.09
1134|K-05-671|Prepped for Actuator Flanged End 1 13/16 in|4403.24
1135|K-05-672|Prepped for Actuator Flanged End 2 1/16 in|3046.44
1136|K-05-673|Prepped for Actuator Flanged End 2 1/16 in|5278.8
1137|K-05-674|Prepped for Actuator Flanged End 2 9/16 in|3598.06
1138|K-05-675|Prepped for Actuator Flanged End 2 9/16 in|6336.68
1139|K-05-676|Prepped for Actuator Flanged End 3 1/16 in|6167.93
1140|K-05-677|Prepped for Actuator Flanged End 3 1/16 in|9234.72
1141|K-05-678|Prepped for Actuator Flanged End 4 1/16 in|8758.99
1142|K-05-679|Prepped for Actuator Flanged End 4 1/16 in|13369.99
1143|K-05-68|Handwheel Operated Flanged End 3 1/8 in|1134.62
1144|K-05-69|Handwheel Operated Flanged End 3 1/8 in|1400.05
1145|K-05-7|Handwheel Operated Threaded End 3 in|691.54
1146|K-05-70|Handwheel Operated Flanged End 3 1/8 in|1892.31
1147|K-05-71|Handwheel Operated Flanged End 4 1/16 in|1750.27
1148|K-05-72|Handwheel Operated Flanged End 4 1/16 in|2098.8
1149|K-05-73|Handwheel Operated Flanged End 4 1/16 in|2944.26
1150|K-05-74|Handwheel Operated Flanged End 2 1/16 in|1451.35
1151|K-05-75|Handwheel Operated Flanged End 2 1/16 in|1702.36
1152|K-05-76|Handwheel Operated Flanged End 2 1/16 in|1844.4
1153|K-05-77|Handwheel Operated Flanged End 2 9/16 in|1849.06
1154|K-05-78|Handwheel Operated Flanged End 2 9/16 in|2176.39
1155|K-05-79|Handwheel Operated Flanged End 2 9/16 in|2435.88
1156|K-05-8|Handwheel Operated Threaded End 3 in|935.34
1157|K-05-80|Handwheel Operated Flanged End 3 1/8 in|2075.9
1158|K-05-81|Handwheel Operated Flanged End 3 1/8 in|2509.66
1159|K-05-82|Handwheel Operated Flanged End 3 1/8 in|2963.34
1160|K-05-83|Handwheel Operated Flanged End 4 1/16 in|3277.52
1161|K-05-84|Handwheel Operated Flanged End 4 1/16 in|3845.68
1162|K-05-85|Handwheel Operated Flanged End 4 1/16 in|4629.66
1163|K-05-86|Handwheel Operated Flanged End 2 1/16 in|1068.9
1164|K-05-87|Handwheel Operated Flanged End 2 1/16 in|1228.33
1165|K-05-88|Handwheel Operated Flanged End 2 1/16 in|1474.67
1166|K-05-89|Handwheel Operated Flanged End 2 9/16 in|1356.38
1167|K-05-9|Handwheel Operated Threaded End 3 in|1126.99
1168|K-05-90|Handwheel Operated Flanged End 2 9/16 in|1504.35
1169|K-05-91|Handwheel Operated Flanged End 2 9/16 in|1788.01
1170|K-05-92|Handwheel Operated Flanged End 3 1/8 in|1657.84
1171|K-05-93|Handwheel Operated Flanged End 3 1/8 in|1803.7
1172|K-05-94|Handwheel Operated Flanged End 3 1/8 in|2280.7
1173|K-05-95|Handwheel Operated Flanged End 4 1/16 in|2367.19
1174|K-05-96|Handwheel Operated Flanged End 4 1/16 in|2582.16
1175|K-05-97|Handwheel Operated Flanged End 4 1/16 in|3410.66
1176|K-06-1|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|788.44
1177|K-06-10|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 3000 psi|837.2
1178|K-06-100|Weld Neck Flange Nom. Size 3 1/8 in 5000 lb Prep - 2 9/16 in Bore|586.96
1179|K-06-101|Weld Neck Flange Nom. Size 3 1/16 in 10000 lb Prep - 4 1/2 in OD Sch 40|928.28
1180|K-06-102|Weld Neck Flange Nom. Size 3 1/16 in 15000 lb Prep - 3 1/16 in Bore|1249.36
1181|K-06-103|Weld Neck Flange Nom. Size 4 1/16 in 3000 lb Prep - 4 in Bore|542.8
1182|K-06-104|Weld Neck Flange Nom. Size 4 1/16 in 5000 lb Prep - 4 in Bore|774.64
1183|K-06-105|Weld Neck Flange Nom. Size 4 1/16 in 10000 lb Prep - 5 in Bore|1189.56
1184|K-06-106|Weld Neck Flange Nom. Size 4 1/16 in 15000 lb Prep - 5 in Bore|1656
1185|K-06-11|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 5000 psi|1432.44
1186|K-06-12|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 5000 psi|1432.44
1187|K-06-13|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 5000 psi|1432.44
1188|K-06-14|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|855.6
1189|K-06-15|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|855.6
1190|K-06-16|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|855.6
1191|K-06-17|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 3000 psi|855.6
1192|K-06-18|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 3000 psi|855.6
1193|K-06-19|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 3000 psi|855.6
1194|K-06-2|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|837.2
1195|K-06-20|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 5000 psi|941.16
1196|K-06-201|Blind Flange Nom. Size 4 1/16 in 15000 lb Plain|527.16
1197|K-06-202|Blind Flange Nom. Size 1 13/16 in 15000 lb Plain|736.92
1198|K-06-203|Blind Flange Nom. Size 2 1/16 in 2000 lb Plain|295.32
1199|K-06-204|Blind Flange Nom. Size 2 1/16 in 5000 lb Plain|419.52
1200|K-06-205|Blind Flange Nom. Size 2 1/16 in 10000 lb Plain|632.04
1201|K-06-206|Blind Flange Nom. Size 2 1/16 in 15000 lb Plain|872.16
1202|K-06-207|Blind Flange Nom. Size 2 9/16 in 5000 lb Plain|517.04
1203|K-06-208|Blind Flange Nom. Size 2 9/16 in 10000 lb Plain|786.6
1204|K-06-209|Blind Flange Nom. Size 2 9/16 in 15000 lb Plain|1095.72
1205|K-06-21|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 5000 psi|941.16
1206|K-06-210|Blind Flange Nom. Size 3 1/8 in 3000 lb Plain|432.4
1207|K-06-211|Blind Flange Nom. Size 3 1/8 in 5000 lb Plain|615.48
1208|K-06-212|Blind Flange Nom. Size 3 1/16 in 10000 lb Plain|976.12
1209|K-06-213|Blind Flange Nom. Size 3 1/16 in 15000 lb Plain|1311.92
1210|K-06-214|Blind Flange Nom. Size 4 1/16 in 3000 lb Plain|570.4
1211|K-06-215|Blind Flange Nom. Size 4 1/16 in 5000 lb Plain|815.12
1212|K-06-216|Blind Flange Nom. Size 4 1/16 in 10000 lb Plain|1250.28
1213|K-06-217|Blind Flange Nom. Size 4 1/16 in 15000 lb Plain|1740.64
1214|K-06-22|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 5000 psi|941.16
1215|K-06-3|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|788.44
1216|K-06-301|Blind Flange Nom. Size 4 1/16 in 15000 lb Tapped|527.16
1217|K-06-302|Blind Flange Nom. Size 1 13/16 in 15000 lb Tapped|736.92
1218|K-06-303|Blind Flange Nom. Size 2 1/16 in 2000 lb Tapped|295.32
1219|K-06-304|Blind Flange Nom. Size 2 1/16 in 5000 lb Tapped|419.52
1220|K-06-305|Blind Flange Nom. Size 2 1/16 in 10000 lb Tapped|632.04
1221|K-06-306|Blind Flange Nom. Size 2 1/16 in 15000 lb Tapped|872.16
1222|K-06-307|Blind Flange Nom. Size 2 9/16 in 5000 lb Tapped|517.04
1223|K-06-308|Blind Flange Nom. Size 2 9/16 in 10000 lb Tapped|786.6
1224|K-06-309|Blind Flange Nom. Size 2 9/16 in 15000 lb Tapped|1095.72
1225|K-06-310|Blind Flange Nom. Size 3 1/8 in 3000 lb Tapped|432.4
1226|K-06-311|Blind Flange Nom. Size 4 1/16 in 15000 lb Top Cnnctn 3 1/8 in 3000 lb|615.48
1227|K-06-312|Blind Flange Nom. Size 3 1/16 in 10000 lb Tapped|976.12
1228|K-06-313|Blind Flange Nom. Size 3 1/16 in 15000 lb Tapped|1311.92
1229|K-06-314|Blind Flange Nom. Size 4 1/16 in 3000 lb Tapped|570.4
1230|K-06-315|Blind Flange Nom. Size 4 1/16 in 5000 lb Tapped|815.12
1231|K-06-316|Blind Flange Nom. Size 4 1/16 in 10000 lb Tapped|1250.28
1232|K-06-317|Blind Flange Nom. Size 4 1/16 in 15000 lb Tapped|1740.64
1233|K-06-4|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|837.2
1234|K-06-40|Double Studded Adapter Flange Nom. Size 2 1/16 in 5000 lb Top Cnnctn 2 1/16 in 2000 lb|598
1235|K-06-401|Blind Flange Nom. Size 4 1/16 in 15000 lb Tapped Autoclave|545.56
1236|K-06-402|Blind Flange Nom. Size 1 13/16 in 15000 lb Tapped Autoclave|756.24
1237|K-06-403|Blind Flange Nom. Size 2 1/16 in 2000 lb Tapped Autoclave|315.56
1238|K-06-404|Blind Flange Nom. Size 2 1/16 in 5000 lb Tapped Autoclave|438.84
1239|K-06-405|Blind Flange Nom. Size 2 1/16 in 10000 lb Tapped Autoclave|651.36
1240|K-06-406|Blind Flange Nom. Size 2 1/16 in 15000 lb Tapped Autoclave|891.48
1241|K-06-407|Blind Flange Nom. Size 2 9/16 in 5000 lb Tapped Autoclave|536.36
1242|K-06-408|Blind Flange Nom. Size 2 9/16 in 10000 lb Tapped Autoclave|805
1243|K-06-409|Blind Flange Nom. Size 2 9/16 in 15000 lb Tapped Autoclave|1115.04
1244|K-06-41|Double Studded Adapter Flange Nom. Size 2 1/16 in 5000 lb Top Cnnctn 1 13/16 in 10000 lb|598
1245|K-06-410|Blind Flange Nom. Size 3 1/8 in 3000 lb Tapped Autoclave|451.72
1246|K-06-411|Blind Flange Nom. Size 3 1/8 in 5000 lb Tapped Autoclave|635.72
1247|K-06-412|Blind Flange Nom. Size 3 1/16 in 10000 lb Tapped Autoclave|996.36
1248|K-06-413|Blind Flange Nom. Size 3 1/16 in 15000 lb Tapped Autoclave|1332.16
1249|K-06-414|Blind Flange Nom. Size 4 1/16 in 3000 lb Tapped Autoclave|589.72
1250|K-06-415|Blind Flange Nom. Size 4 1/16 in 5000 lb Tapped Autoclave|835.36
1251|K-06-416|Blind Flange Nom. Size 4 1/16 in 10000 lb Tapped Autoclave|1269.6
1252|K-06-417|Blind Flange Nom. Size 4 1/16 in 15000 lb Tapped Autoclave|1759.04
1253|K-06-42|Double Studded Adapter Flange Nom. Size 2 9/16 in 5000 lb Top conn. 2 1/16 in 5000 lb|700.12
1254|K-06-43|Double Studded Adapter Flange Nom. Size 3 1/8 in 3000 lb Top conn. 2 1/16 in 5000 lb|602.6
1255|K-06-44|Double Studded Adapter Flange Nom. Size 3 1/8 in 5000 lb Top conn. 2 1/16 in 5000 lb|700.12
1256|K-06-45|Double Studded Adapter Flange Nom. Size 4 1/16 in 5000 lb Top conn. 2 1/16 in 5000 lb|934.72
1257|K-06-46|Double Studded Adapter Flange Nom. Size 4 1/16 in 5000 lb Top conn. 2 9/16 in 5000 lb|934.72
1258|K-06-47|Double Studded Adapter Flange Nom. Size 4 1/16 in 5000 lb Top conn. 3 1/8 in 5000 lb|951.28
1259|K-06-48|Double Studded Adapter Flange Nom. Size 4 1/16 in 10000 lb Top conn. 2 1/16 in 10000 lb|1460.04
1260|K-06-49|Double Studded Adapter Flange Btm. Cnnctn 7 1/16 in 3000 lb Top Cnnctn 7 1/16 in 2000 lb|1381.84
1261|K-06-5|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|788.44
1262|K-06-50|Double Studded Adapter Flange Btm. Cnnctn 7 1/16 in 5000 lb Top Cnnctn 2 9/16 in 3000 lb|1857.48
1263|K-06-501|Blind Flange Nom. Size 4 1/16 in 15000 lb Recessed|527.16
1264|K-06-502|Blind Flange Nom. Size 1 13/16 in 15000 lb Recessed|527.16
1265|K-06-504|Blind Flange Nom. Size 2 1/16 in 5000 lb Recessed|419.52
1266|K-06-505|Blind Flange Nom. Size 2 1/16 in 10000 lb Recessed|632.04
1267|K-06-506|Blind Flange Nom. Size 2 1/16 in 15000 lb Recessed|872.16
1268|K-06-508|Blind Flange Nom. Size 2 9/16 in 10000 lb Recessed|786.6
1269|K-06-509|Blind Flange Nom. Size 2 9/16 in 15000 lb Recessed|1095.72
1270|K-06-51|Double Studded Adapter Flange Btm. Cnnctn 7 1/16 in 5000 lb Top Cnnctn 3 1/8 in 3000 lb|1857.48
1271|K-06-512|Blind Flange Nom. Size 3 1/16 in 10000 lb Recessed|976.12
1272|K-06-513|Blind Flange Nom. Size 3 1/16 in 15000 lb Recessed|1332.16
1273|K-06-516|Blind Flange Nom. Size 4 1/16 in 10000 lb Recessed|1250.28
1274|K-06-517|Blind Flange Nom. Size 4 1/16 in 15000 lb Recessed|1740.64
1275|K-06-52|Double Studded Adapter Flange Btm. Cnnctn 7 1/16 in 5000 lb Top Cnnctn 7 1/16 in 3000 lb|1967.88
1276|K-06-53|Double Studded Adapter Flange Btm. Cnnctn 7 1/16 in 10000 lb Top Cnctn. 7 1/16 in 5000 lb|2741.6
1277|K-06-54|Double Studded Adapter Flange Btm. Cnnctn 11 in 5000 lb Top Cnctn. 7 1/16 in 5000 lb|3804.2
1278|K-06-55|Double Studded Adapter Flange Btm. Cnnctn 11 in 5000 lb Top Cnnctn 11 in 3000 lb|3804.2
1279|K-06-56|Double Studded Adapter Flange Btm. Cnnctn 13 5/8 in 3000 lb Top Cnnctn 11 in 3000 lb|3049.8
1280|K-06-57|Double Studded Adapter Flange Btm. Cnnctn 13 5/8 in 3000 lb Top Cnnctn 11 in 5000 lb|3049.8
1281|K-06-58|Double Studded Adapter Flange Btm. Cnnctn 13 5/8 in 5000 lb Top Cnnctn 11 in 5000 lb|4525.48
1282|K-06-59|Double Studded Adapter Flange Btm. Cnnctn 13 5/8 in 5000 lb Top Cnnctn 13 5/8 in 3000 lb|4525.48
1283|K-06-6|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|837.2
1284|K-06-60|Double Studded Adapter Flange Btm. Cnnctn 13 5/8 in 5000 lb Top Cnnctn 11 in 3000 lb|4525.48
1285|K-06-7|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|837.2
1286|K-06-70|Companion Flange Btm. Cnnctn 13 5/8 in 5000 lb Female Thrd 2 in LP|455.4
1287|K-06-71|Companion Flange Nom. Size 1 13/16 in 15000 lb Female Thrd 2 in LP|739.68
1288|K-06-72|Companion Flange Nom. Size 2 1/16 in 2000 lb Female Thrd 2 in LP|154.56
1289|K-06-73|Companion Flange Nom. Size 2 1/16 in 5000 lb Female Thrd 2 in LP|184
1290|K-06-74|Companion Flange Nom. Size 2 1/16 in 10000 lb Female Thrd 2 in LP|531.76
1291|K-06-75|Companion Flange Nom. Size 2 1/16 in 15000 lb Female Thrd 2 in LP|875.84
1292|K-06-76|Companion Flange Nom. Size 2 9/16 in 5000 lb Female Thrd 2 1/2 in LP|239.2
1293|K-06-77|Companion Flange Nom. Size 2 9/16 in 10000 lb Female Thrd 2 7/8 in EUE|654.12
1294|K-06-78|Companion Flange Nom. Size 2 9/16 in 15000 lb Female Thrd 2 7/8 in EUE|1095.72
1295|K-06-79|Companion Flange Nom. Size 3 1/8 in 3000 lb Female Thrd 3 in LP|346.84
1296|K-06-8|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|837.2
1297|K-06-80|Companion Flange Nom. Size 3 1/8 in 5000 lb Female Thrd 3 in LP|615.48
1298|K-06-81|Companion Flange Nom. Size 3 1/16 in 10000 lb Female Thrd 3 in LP|976.12
1299|K-06-82|Companion Flange Nom. Size 3 1/16 in 15000 lb Female Thrd 3 1/2 in LP|1313.76
1300|K-06-83|Companion Flange Nom. Size 4 1/16 in 3000 lb Female Thrd 4 in LP|574.08
1301|K-06-84|Companion Flange Nom. Size 4 1/16 in 5000 lb Female Thrd 4 in LP|654.12
1302|K-06-85|Companion Flange Nom. Size 4 1/16 in 10000 lb Female Thrd 4 in LP|1247.52
1303|K-06-86|Companion Flange Nom. Size 4 1/16 in 15000 lb Female Thrd 4 in LP|1740.64
1304|K-06-9|Tubing Head Adapter Flange Flanged X Studded Threaded 8rd EUE Female 7 1/16 in 2000 psi|837.2
1305|K-06-90|Weld Neck Flange Nom. Size 4 1/16 in 15000 lb Prep - 2 in XX|501.4
1306|K-06-91|Weld Neck Flange Nom. Size 1 13/16 in 15000 lb Prep - 1 1/16 in Bore|701.96
1307|K-06-92|Weld Neck Flange Nom. Size 2 1/16 in 2000 lb Prep - 1 1/16 in Bore|280.6
1308|K-06-93|Weld Neck Flange Nom. Size 2 1/16 in 5000 lb Prep - 1 1/16 in Bore|399.28
1309|K-06-94|Weld Neck Flange Nom. Size 2 1/16 in 10000 lb Prep - 1 1/16 in Bore|601.68
1310|K-06-95|Weld Neck Flange Nom. Size 2 1/16 in 15000 lb Prep - 1 1/16 in Bore|829.84
1311|K-06-96|Weld Neck Flange Nom. Size 2 9/16 in 5000 lb Prep - 2 1/2 in XX|492.2
1312|K-06-97|Weld Neck Flange Nom. Size 2 9/16 in 10000 lb Prep - 3 in XX|747.96
1313|K-06-98|Weld Neck Flange Nom. Size 2 9/16 in 15000 lb Prep - 2 9/16 in Bore|1042.36
1314|K-06-99|Weld Neck Flange Nom. Size 3 1/8 in 3000 lb Prep - 2 9/16 in Bore|412.16
1315|K-07-1|Stripper Rubber Hangers 2 3/8 in |325.2
1316|K-07-2|Stripper Rubber Hangers 2 7/8 in |325.2
1317|K-07-3|Stripper Rubber Hangers 3 1/2 in |325.2
1318|K-07-4|Split Type Wraparound [RFC] 2 3/8 in |784.8
1319|K-07-5|Split Type Wraparound [RFC] 2 7/8 in |784.8
1320|K-07-6|Split Type Wraparound[RFC] 3 1/2 in |784.8
"1321|K-08-1|11 in - 3,000 LB W.P. x 7-1/16 in 3,000 LB W.P. Outlets 2 1/16 in 5000 lb |2780.18"
1322|K-08-13|11 in 5000 7 1/16 in 5000 2 1/16 in 5000|4171.38
1323|K-08-14|11 in 5000 7 1/16 in 5000 2 in LP|3635.62
1324|K-08-15|11 in 5000 7 1/16 in 10000 1 13/16 in 10000|6815.4
1325|K-08-16|11 in 5000 9 in 5000 2 1/16 in 5000|5293.96
1326|K-08-17|11 in 5000 9 in 5000 2 in LP|4759.68
1327|K-08-18|11 in 5000 9 in 10000 1 13/16 in 10000|7018.9
"1328|K-08-2|11 in - 3,000 LB W.P. x 7-1/16 in 3,000 LB W.P. w/2-2 in L.P.O. |2244.42"
1329|K-08-22|11 in 10000 7 1/16 in 10000 1 13/16 in 10000|8107.44
1330|K-08-23|11 in 10000 9 in 10000 1 13/16 in 10000|9200.42
1331|K-08-24|11 in 10000 11 in 10000 1 13/16 in 10000|11939.9
1332|K-08-25|13 5/8 in 3000 7 1/16 in 3000 2 1/16 in 5000|3206.42
1333|K-08-26|13 5/8 in 3000 7 1/16 in 3000 2 in LP|2671.4
1334|K-08-27|13 5/8 in 3000 7 1/16 in 5000 2 1/16 in 5000|4126.98
1335|K-08-28|13 5/8 in 3000 7 1/16 in 5000 2 in LP|3591.22
1336|K-08-29|13 5/8 in 3000 9 in 3000 2 1/16 in 5000|4538.42
"1337|K-08-3|11 in - 3,000 LB W.P. x 7-1/16 in 5,000 LB W.P. Outlets 2 1/16 in 5000 lb |3632.66"
1338|K-08-30|13 5/8 in 3000 9 in 3000 2 in LP|4002.66
1339|K-08-31|13 5/8 in 3000 9 in 5000 2 1/16 in 5000|4902.5
1340|K-08-32|13 5/8 in 3000 9 in 5000 2 in LP|4367.48
1341|K-08-33|13 5/8 in 3000 11 in 3000 2 1/16 in 5000|5041.62
1342|K-08-34|13 5/8 in 3000 11 in 3000 2 in LP|4506.6
1343|K-08-35|13 5/8 in 3000 11 in 5000 2 1/16 in 5000|5836.38
1344|K-08-36|13 5/8 in 3000 11 in 5000 2 in LP|5301.36
"1345|K-08-4|11 in - 3,000 LB W.P. x 7-1/16 in 5,000 LB W.P. w/2-2 in L.P.O. |3098.38"
1346|K-08-41|13 5/8 in 5000 7 1/16 in 5000 2 1/16 in 5000|4731.56
1347|K-08-42|13 5/8 in 5000 7 1/16 in 5000 2 in LP|4195.8
1348|K-08-43|13 5/8 in 5000 7 1/16 in 10000 1 13/16 in 10000|7319.34
1349|K-08-46|13 5/8 in 5000 11 in 10000 1 13/16 in 10000|9644.42
